"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"941154-469379","Nodes","-469379",21.000000,28.885369,"Default Known Flow Node","Known Flow",524849.158972,135475.064074,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605115","Nodes","7605115",21.000000,25.007567,"DDS demands","Known Flow",524864.658977,135058.063961,,0.000000,,,,-3.280000,,,,,-2.933034,-3.280000,,"",,,,"D1 PROFILE",,,,
"941154-469417","Nodes","-469417",21.000000,24.498756,"Default Known Flow Node","Known Flow",524904.408987,135050.438958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605282","Nodes","7605282",21.000000,28.475681,"DDS demands","Known Flow",524871.658978,135301.064027,,0.000000,,,,-2.939999,,,,,-2.629000,-2.939999,,"",,,,"D1 PROFILE",,,,
"941154-469386","Nodes","-469386",21.000000,28.468689,"Default Known Flow Node","Known Flow",524858.408975,135326.314034,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469406","Nodes","-469406",21.000000,24.285166,"Default Known Flow Node","Known Flow",524891.033984,135481.689076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469438","Nodes","-469438",21.000000,24.285166,"Default Known Flow Node","Known Flow",524934.283995,135472.189073,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469415","Nodes","-469415",21.000000,28.217479,"Default Known Flow Node","Known Flow",524900.033986,135242.689011,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605025","Nodes","7605025",21.000000,28.259305,"DDS demands","Known Flow",524905.512510,135248.428686,,0.000000,,,,-22.110001,,,,,-19.771159,-22.110001,,"",,,,"D1 PROFILE",,,,
"941154-469433","Nodes","-469433",21.000000,28.005502,"Default Known Flow Node","Known Flow",524924.283993,135189.688996,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605098","Nodes","7605098",21.000000,24.285166,"DDS demands","Known Flow",524934.292853,135471.064143,,0.000000,,,,-25.239999,,,,,-22.570060,-25.239999,,"",,,,"D1 PROFILE",,,,
"941154-469446","Nodes","-469446",21.000000,27.061364,"Default Known Flow Node","Known Flow",524951.659000,135204.189000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469460","Nodes","-469460",21.000000,27.652650,"Default Known Flow Node","Known Flow",524974.284006,135206.814001,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469447","Nodes","-469447",21.000000,21.083682,"Default Known Flow Node","Known Flow",524954.284001,135066.063963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469455","Nodes","-469455",21.000000,21.083682,"Default Known Flow Node","Known Flow",524962.159003,135096.938971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469454","Nodes","-469454",21.000000,26.048088,"Default Known Flow Node","Known Flow",524961.534003,135163.938989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605022","Nodes","7605022",21.000000,26.031912,"DDS demands","Known Flow",524946.801393,135160.764553,,0.000000,,,,-15.510000,,,,,-13.869319,-15.510000,,"",,,,"D1 PROFILE",,,,
"941154-469457","Nodes","-469457",21.000000,26.075990,"Default Known Flow Node","Known Flow",524965.284004,135105.813974,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469462","Nodes","-469462",21.000000,27.608704,"Default Known Flow Node","Known Flow",524976.034007,135242.314011,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469464","Nodes","-469464",21.000000,26.124101,"Default Known Flow Node","Known Flow",524976.659007,135365.314044,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469463","Nodes","-469463",21.000000,26.124101,"Default Known Flow Node","Known Flow",524976.159007,135332.314035,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469466","Nodes","-469466",21.000000,28.426606,"Default Known Flow Node","Known Flow",524986.159010,135243.814011,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605024","Nodes","7605024",21.000000,28.909963,"DDS demands","Known Flow",524990.284011,135288.564023,,0.000000,,,,-4.709999,,,,,-4.211766,-4.709999,,"",,,,"D1 PROFILE",,,,
"941154-469428","Nodes","-469428",21.000000,28.422591,"Default Known Flow Node","Known Flow",524917.033991,135308.314029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605023","Nodes","7605023",21.000000,28.093540,"DDS demands","Known Flow",524991.909011,135206.814001,,0.000000,,,,-15.689999,,,,,-14.030278,-15.689999,,"",,,,"D1 PROFILE",,,,
"941154-469226","Nodes","-469226",21.000000,27.820519,"Default Known Flow Node","Known Flow",524527.533885,135398.439053,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469221","Nodes","-469221",21.000000,27.956463,"Default Known Flow Node","Known Flow",524525.283884,135354.439041,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469236","Nodes","-469236",21.000000,27.958273,"Default Known Flow Node","Known Flow",524575.533898,135317.314031,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605104","Nodes","7605104",21.000000,27.806134,"DDS demands","Known Flow",524530.783886,135392.814052,,0.000000,,,,-16.209998,,,,,-14.495270,-16.209998,,"",,,,"D1 PROFILE",,,,
"941154-469230","Nodes","-469230",21.000000,27.820519,"Default Known Flow Node","Known Flow",524541.283889,135403.939055,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469223","Nodes","-469223",21.000000,27.806134,"Default Known Flow Node","Known Flow",524526.158884,135389.689051,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469229","Nodes","-469229",21.000000,28.295013,"Default Known Flow Node","Known Flow",524533.533886,135457.939069,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469246","Nodes","-469246",21.000000,27.958273,"Default Known Flow Node","Known Flow",524592.033902,135307.189028,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469247","Nodes","-469247",21.000000,27.958273,"Default Known Flow Node","Known Flow",524592.158902,135333.814036,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469268","Nodes","-469268",21.000000,28.145251,"Default Known Flow Node","Known Flow",524636.408914,135381.439049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469270","Nodes","-469270",21.000000,28.145251,"Default Known Flow Node","Known Flow",524642.158916,135435.939063,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605106","Nodes","7605106",21.000000,28.145251,"DDS demands","Known Flow",524649.908918,135383.314049,,0.000000,,,,-31.349999,,,,,-28.033731,-31.349999,,"",,,,"D1 PROFILE",,,,
"941154-469290","Nodes","-469290",21.000000,28.465578,"Default Known Flow Node","Known Flow",524686.158928,135465.314071,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469300","Nodes","-469300",21.000000,28.311663,"Default Known Flow Node","Known Flow",524696.783931,135389.689051,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469292","Nodes","-469292",21.000000,28.810663,"Default Known Flow Node","Known Flow",524689.533929,135486.439077,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469302","Nodes","-469302",21.000000,28.499315,"Default Known Flow Node","Known Flow",524699.158932,135466.064072,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605032","Nodes","7605032",21.000000,28.350080,"DDS demands","Known Flow",524703.408933,135435.064063,,0.000000,,,,-10.300000,,,,,-9.210445,-10.300000,,"",,,,"D1 PROFILE",,,,
"941154-469303","Nodes","-469303",21.000000,28.205923,"Default Known Flow Node","Known Flow",524701.783932,135372.064046,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469305","Nodes","-469305",21.000000,28.205923,"Default Known Flow Node","Known Flow",524704.783933,135336.439036,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605107","Nodes","7605107",21.000000,28.205923,"DDS demands","Known Flow",524712.033935,135373.564046,,0.000000,,,,-15.989999,,,,,-14.298544,-15.989999,,"",,,,"D1 PROFILE",,,,
"941154-469335","Nodes","-469335",21.000000,28.393943,"Default Known Flow Node","Known Flow",524748.416445,135436.008253,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605031","Nodes","7605031",21.000000,28.838468,"DDS demands","Known Flow",524708.033934,135485.689077,,0.000000,,,,-9.829999,,,,,-8.790161,-9.829999,,"",,,,"D1 PROFILE",,,,
"941154-469344","Nodes","-469344",21.000000,28.046978,"Default Known Flow Node","Known Flow",524763.283949,135365.939044,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605112","Nodes","7605112",21.000000,25.723748,"DDS demands","Known Flow",524718.283937,135204.814000,,0.000000,,,,-11.750000,,,,,-10.507060,-11.750000,,"",,,,"D1 PROFILE",,,,
"941154-469312","Nodes","-469312",21.000000,25.723748,"Default Known Flow Node","Known Flow",524720.033937,135219.689005,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469289","Nodes","-469289",21.000000,25.723748,"Default Known Flow Node","Known Flow",524682.783927,135199.688999,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469308","Nodes","-469308",21.000000,25.679671,"Default Known Flow Node","Known Flow",524714.033936,135288.689023,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469286","Nodes","-469286",21.000000,25.723748,"Default Known Flow Node","Known Flow",524680.658926,135218.064004,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469313","Nodes","-469313",21.000000,27.746816,"Default Known Flow Node","Known Flow",524721.908938,135317.939031,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469285","Nodes","-469285",21.000000,27.746816,"Default Known Flow Node","Known Flow",524679.908926,135318.064031,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469317","Nodes","-469317",21.000000,25.760408,"Default Known Flow Node","Known Flow",524724.283938,135182.938995,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605114","Nodes","7605114",21.000000,25.761511,"DDS demands","Known Flow",524724.533938,135180.688994,,0.000000,,,,-15.979999,,,,,-14.289601,-15.979999,,"",,,,"D1 PROFILE",,,,
"94115407605113","Nodes","7605113",21.000000,25.896092,"DDS demands","Known Flow",524730.783940,135138.188982,,0.000000,,,,-14.810000,,,,,-13.243367,-14.810000,,"",,,,"D1 PROFILE",,,,
"941154-469329","Nodes","-469329",21.000000,25.896092,"Default Known Flow Node","Known Flow",524739.033942,135145.313984,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469333","Nodes","-469333",21.000000,27.746816,"Default Known Flow Node","Known Flow",524743.908944,135334.314036,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605108","Nodes","7605108",21.000000,27.746816,"DDS demands","Known Flow",524737.533942,135319.939032,,0.000000,,,,-18.329999,,,,,-16.391014,-18.329999,,"",,,,"D1 PROFILE",,,,
"941154-469328","Nodes","-469328",21.000000,25.896092,"Default Known Flow Node","Known Flow",524738.033942,135152.813986,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469345","Nodes","-469345",21.000000,25.896092,"Default Known Flow Node","Known Flow",524775.908952,135158.313988,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469347","Nodes","-469347",21.000000,25.896092,"Default Known Flow Node","Known Flow",524777.283953,135150.938986,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605019","Nodes","7605019",21.000000,26.185884,"DDS demands","Known Flow",524739.908943,135089.688969,,0.000000,,,,-31.840001,-85.099995,,,,-104.569836,-116.939994,,"",,,,"D1 PROFILE","DH PROFILE",,,
"941154-469343","Nodes","-469343",21.000000,28.393943,"Default Known Flow Node","Known Flow",524762.783949,135437.939064,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469336","Nodes","-469336",21.000000,28.393943,"Default Known Flow Node","Known Flow",524748.783945,135428.314061,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469321","Nodes","-469321",21.000000,28.393943,"Default Known Flow Node","Known Flow",524730.408940,135425.814061,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605030","Nodes","P13132508, WATERSIDE CLOSE CSEP, 13.57 SCMH",22.999998,25.568023,"CSEP Unmatched","Known Flow",524250.072652,135732.090901,,0.000000,,,,,,,-13.569999,,-12.134536,-13.569999,,"",,,,,,,"DC PROFILE",
"941154-469351","Nodes","-469351",21.000000,28.867361,"Default Known Flow Node","Known Flow",524795.663583,135404.189841,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605118","Nodes","7605118",21.000000,28.132261,"Default Known Flow Node","Known Flow",524817.033964,135275.314020,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605029","Nodes","7605029",21.000000,28.877250,"DDS demands","Known Flow",524805.658960,135368.314045,,0.000000,,,,-7.099999,,,,,-6.348946,-7.099999,,"",,,,"D1 PROFILE",,,,
"941154-469374","Nodes","-469374",21.000000,28.867361,"Default Known Flow Node","Known Flow",524839.033970,135417.939058,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469363","Nodes","-469363",21.000000,28.877250,"Default Known Flow Node","Known Flow",524817.658964,135370.064045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605027","Nodes","7605027",21.000000,27.795097,"DDS demands","Known Flow",524839.158970,135206.564001,,0.000000,,,,-24.659999,,,,,-22.051412,-24.659999,,"",,,,"D1 PROFILE",,,,
"941154-469381","Nodes","-469381",21.000000,28.176157,"Default Known Flow Node","Known Flow",524851.033973,135225.689006,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469367","Nodes","-469367",21.000000,28.877250,"Default Known Flow Node","Known Flow",524827.908967,135334.439036,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469366","Nodes","-469366",21.000000,27.754492,"Default Known Flow Node","Known Flow",524824.908966,135203.314000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469369","Nodes","-469369",21.000000,25.804461,"Default Known Flow Node","Known Flow",524829.783967,135096.938971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469391","Nodes","-469391",21.000000,25.804461,"Default Known Flow Node","Known Flow",524876.158980,135093.563970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469390","Nodes","-469390",21.000000,27.860577,"Default Known Flow Node","Known Flow",524871.908979,135173.313992,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469378","Nodes","-469378",21.000000,27.795097,"Default Known Flow Node","Known Flow",524847.658972,135178.813993,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469385","Nodes","-469385",21.000000,28.885369,"Default Known Flow Node","Known Flow",524857.033974,135396.939053,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469387","Nodes","-469387",21.000000,25.198585,"Default Known Flow Node","Known Flow",524863.908976,135074.313965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469376","Nodes","-469376",21.000000,25.007567,"Default Known Flow Node","Known Flow",524841.283970,135028.813953,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469405","Nodes","-469405",21.000000,28.475681,"Default Known Flow Node","Known Flow",524889.283983,135309.439029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605110","Nodes","7605110",21.000000,27.903079,"DDS demands","Known Flow",524902.033987,135182.688994,,0.000000,,,,-10.719999,,,,,-9.586015,-10.719999,,"",,,,"D1 PROFILE",,,,
"94115407605020","Nodes","7605020",21.000000,26.028976,"DDS demands","Known Flow",524880.033981,135136.938982,,0.000000,,,,-22.520000,,,,,-20.137787,-22.520000,,"",,,,"D1 PROFILE",,,,
"941154-469404","Nodes","-469404",21.000000,25.804461,"Default Known Flow Node","Known Flow",524885.715476,135115.458168,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469396","Nodes","-469396",21.000000,28.338349,"Default Known Flow Node","Known Flow",524881.283981,135354.814041,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469420","Nodes","-469420",21.000000,28.338349,"Default Known Flow Node","Known Flow",524906.283988,135354.814041,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469392","Nodes","-469392",21.000000,28.294473,"Default Known Flow Node","Known Flow",524877.158980,135382.564049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469409","Nodes","-469409",21.000000,25.494552,"Default Known Flow Node","Known Flow",524895.658985,135086.188968,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469407","Nodes","-469407",21.000000,27.903079,"Default Known Flow Node","Known Flow",524891.533984,135224.314006,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469418","Nodes","-469418",21.000000,24.481487,"Default Known Flow Node","Known Flow",524905.533988,135048.938958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469421","Nodes","-469421",21.000000,24.354059,"Default Known Flow Node","Known Flow",524909.908989,135035.813954,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469431","Nodes","-469431",21.000000,24.481487,"Default Known Flow Node","Known Flow",524921.158992,135054.563960,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469422","Nodes","-469422",21.000000,28.324787,"Default Known Flow Node","Known Flow",524912.908990,135255.314014,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605117","Nodes","7605117",21.000000,28.338349,"DDS demands","Known Flow",524917.408991,135338.064037,,0.000000,,,,-21.510001,,,,,-19.234628,-21.510001,,"",,,,"D1 PROFILE",,,,
"941154-469430","Nodes","-469430",21.000000,28.338349,"Default Known Flow Node","Known Flow",524918.658991,135369.814045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469434","Nodes","-469434",21.000000,28.005502,"Default Known Flow Node","Known Flow",524928.408994,135191.438997,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469436","Nodes","-469436",21.000000,26.031242,"Default Known Flow Node","Known Flow",524931.533995,135155.438987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469443","Nodes","-469443",21.000000,26.075320,"Default Known Flow Node","Known Flow",524946.908999,135107.813974,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469439","Nodes","-469439",21.000000,24.285166,"Default Known Flow Node","Known Flow",524934.533996,135414.314057,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469426","Nodes","-469426",21.000000,24.285166,"Default Known Flow Node","Known Flow",524916.783991,135438.814064,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469440","Nodes","-469440",21.000000,24.285166,"Default Known Flow Node","Known Flow",524939.658997,135384.314049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605100","Nodes","7605100",21.000000,26.124101,"Default Known Flow Node","Known Flow",524990.534011,135365.564044,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469472","Nodes","-469472",21.000000,26.839458,"Default Known Flow Node","Known Flow",524993.909012,135314.189030,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469444","Nodes","-469444",21.000000,26.839458,"Default Known Flow Node","Known Flow",524949.033999,135314.939030,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469474","Nodes","-469474",21.000000,25.837101,"Default Known Flow Node","Known Flow",524995.409012,135382.064049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605099","Nodes","7605099",21.000000,25.372571,"DDS demands","Known Flow",524997.284013,135408.064056,,0.000000,,,,-9.109999,,,,,-8.146324,-9.109999,,"",,,,"D1 PROFILE",,,,
"941154-469966","Nodes","-469966",21.000000,20.972408,"Default Known Flow Node","Known Flow",525069.659032,135033.813954,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469936","Nodes","-469936",21.000000,21.083682,"Default Known Flow Node","Known Flow",525005.784015,135094.688971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469459","Nodes","-469459",21.000000,20.972680,"Default Known Flow Node","Known Flow",524972.284006,135019.438950,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605042","Nodes","7605042",21.000000,24.759419,"DDS demands","Known Flow",525015.409018,135465.314071,,0.000000,,,,-5.330000,,,,,-4.766181,-5.330000,,"",,,,"D1 PROFILE",,,,
"941154-469945","Nodes","-469945",21.000000,28.093540,"Default Known Flow Node","Known Flow",525014.284017,135206.314001,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469949","Nodes","-469949",21.000000,27.209137,"Default Known Flow Node","Known Flow",525018.159018,135308.564029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469940","Nodes","-469940",21.000000,20.957377,"Default Known Flow Node","Known Flow",525007.909016,135125.313979,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605283","Nodes","7605283",21.000000,21.001829,"DDS demands","Known Flow",525002.034014,135118.813977,,0.000000,,,,-19.169999,,,,,-17.142156,-19.169999,,"",,,,"D1 PROFILE",,,,
"941154-469946","Nodes","-469946",21.000000,25.372571,"Default Known Flow Node","Known Flow",525015.409018,135408.189056,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605058","Nodes","7605058,",21.000000,21.160950,"DDS demands","Known Flow",525024.159020,135083.563967,,0.000000,,,,-6.370000,,,,,-5.696168,-6.370000,,"",,,,"D1 PROFILE",,,,
"941154-469968","Nodes","-469968",21.000000,28.485643,"Default Known Flow Node","Known Flow",525084.034036,135401.564054,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469974","Nodes","-469974",21.000000,28.485643,"Default Known Flow Node","Known Flow",525104.284042,135401.564054,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605001","Nodes","5001,COXCOMBE WALK, SITE ID 3237",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",525107.394155,135456.871441,,2299.999997,,,,0.009999,,,,,1262.534977,1411.887342,,"",,,,"D1 PROFILE",,,,
"941154-469983","Nodes","-469983",21.000000,22.612659,"Default Known Flow Node","Known Flow",525138.284051,135073.813965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469987","Nodes","-469987",21.000000,22.612659,"Default Known Flow Node","Known Flow",525143.659052,135073.938965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605057","Nodes","7605057",21.000000,22.612659,"DDS demands","Known Flow",525166.034059,135074.313965,,0.000000,,,,-23.569999,,,,,-21.076716,-23.569999,,"",,,,"D1 PROFILE",,,,
"941154-469991","Nodes","-469991",21.000000,28.521801,"Default Known Flow Node","Known Flow",525145.784053,135349.314040,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605045","Nodes","7605045",21.000000,28.677968,"DDS demands","Known Flow",525147.034831,135288.955434,,0.000000,,,,-17.979999,,,,,-16.078037,-17.979999,,"",,,,"D1 PROFILE",,,,
"94115407605111","Nodes","7605111",21.000000,26.790946,"DDS demands","Known Flow",525150.659054,135199.563999,,0.000000,,,,-38.119997,,,,,-34.087584,-38.119997,,"",,,,"D1 PROFILE",,,,
"941154-469976","Nodes","-469976",21.000000,26.790946,"Default Known Flow Node","Known Flow",525107.534043,135199.438999,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470006","Nodes","-470006",21.000000,22.185123,"Default Known Flow Node","Known Flow",525171.534060,135127.313979,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469978","Nodes","-469978",21.000000,21.749101,"Default Known Flow Node","Known Flow",525107.784043,135097.688971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605053","Nodes","7605053",21.000000,25.036470,"DDS demands","Known Flow",525317.659100,135133.938981,,0.000000,,,,-12.239999,,,,,-10.945226,-12.239999,,"",,,,"D1 PROFILE",,,,
"941154-470008","Nodes","-470008",21.000000,26.878999,"Default Known Flow Node","Known Flow",525177.784062,135163.563989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469998","Nodes","-469998",21.000000,26.878999,"Default Known Flow Node","Known Flow",525154.034055,135163.813989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470017","Nodes","-470017",21.000000,28.163241,"Default Known Flow Node","Known Flow",525253.409082,135160.938989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470014","Nodes","-470014",21.000000,28.163241,"Default Known Flow Node","Known Flow",525236.409078,135163.313989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605049","Nodes","7605049",21.000000,27.286995,"DDS demands","Known Flow",525399.784122,135366.314044,,0.000000,,,,-23.350000,,,,,-20.879987,-23.350000,,"",,,,"D1 PROFILE",,,,
"94115407605122","Nodes","7605122",21.000000,27.774970,"DDS demands","Known Flow",525399.784122,135285.064022,,0.000000,,,,-8.489999,,,,,-7.591909,-8.489999,,"",,,,"D1 PROFILE",,,,
"941154-469943","Nodes","-469943",21.000000,21.083682,"Default Known Flow Node","Known Flow",525012.534017,135099.813972,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469941","Nodes","-469941",21.000000,20.957377,"Default Known Flow Node","Known Flow",525010.159016,135127.188979,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469942","Nodes","-469942",21.000000,29.474574,"Default Known Flow Node","Known Flow",525010.909016,135477.439075,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605044","Nodes","7605044",21.000000,29.027518,"DDS demands","Known Flow",525033.534022,135289.189023,,0.000000,,,,-32.529997,,,,,-29.088905,-32.529997,,"",,,,"D1 PROFILE",,,,
